Name,Age,#days,Lev,Date,Tm, ,Opp,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,mlbID
Spencer Torkelson,23,0,Maj-AL,"Apr 1, 2023",Detroit,@,Tampa Bay,1,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0.25,0.25,0.5,679529
Luis Torrens,27,0,Maj-NL,"Apr 1, 2023",Chicago,,Milwaukee,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,620443
Gleyber Torres,26,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,650402
Ezequiel Tovar,21,0,Maj-NL,"Apr 1, 2023",Colorado,@,San Diego,1,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,678662
Jose Trevino,30,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624431
Mike Trout,31,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0.25,0.4,0.5,0.9,545361
Kyle Tucker,26,0,Maj-AL,"Apr 1, 2023",Houston,,Chicago,1,5,5,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,663656
Brice Turang,23,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,668930
Justin Turner,38,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,5,4,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0.6,0.75,1.35,457759
Trea Turner,30,0,Maj-NL,"Apr 1, 2023",Philadelphia,@,Texas,1,5,5,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.8,1.2,607208
Ram\xc3\xb3n Ur\xc3\xadas,29,0,Maj-AL,"Apr 1, 2023",Baltimore,@,Boston,1,5,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,0.0,0.0,602104
Gio Urshela,31,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,4,2,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0.75,0.8,0.75,1.55,570482
Ildemaro Vargas,31,0,Maj-NL,"Apr 1, 2023",Washington,,Atlanta,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,545121
Miguel Vargas,23,0,Maj-NL,"Apr 1, 2023",Los Angeles,,Arizona,1,4,2,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0.75,0.5,1.25,678246
Daulton Varsho,26,0,Maj-AL,"Apr 1, 2023",Toronto,@,St. Louis,1,5,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0.0,0.4,0.0,0.4,662139
Andrew Vaughn,25,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.25,0.0,0.25,683734
Christian V\xc3\xa1zquez,32,0,Maj-AL,"Apr 1, 2023",Minnesota,@,Kansas City,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.667,0.667,1.333,543877
Alex Verdugo,27,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,5,5,1,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0.2,0.2,0.8,1.0,657077
David Villar,26,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.4,0.8,681584
Daniel Vogelbach,30,0,Maj-NL,"Apr 1, 2023",New York,@,Miami,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596129
Luke Voit,32,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,572228
Anthony Volpe,22,0,Maj-AL,"Apr 1, 2023",New York,,San Francisco,1,4,4,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5,0.5,0.5,1.0,683011
Jason Vosler,29,0,Maj-NL,"Apr 1, 2023",Cincinnati,,Pittsburgh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,613564
LaMonte Wade Jr.,29,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,3,0,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0.333,0.6,0.333,0.933,664774
Christian Walker,32,0,Maj-NL,"Apr 1, 2023",Arizona,@,Los Angeles,1,3,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.667,2.333,572233
Jordan Walker,21,0,Maj-NL,"Apr 1, 2023",St. Louis,,Toronto,1,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,1.0,691023
Taylor Walls,26,0,Maj-AL,"Apr 1, 2023",Tampa Bay,,Detroit,1,5,4,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0.25,0.4,0.25,0.65,670764
Taylor Ward,29,0,Maj-AL,"Apr 1, 2023",Los Angeles,@,Oakland,1,5,5,2,3,0,0,1,4,0,0,2,0,0,0,0,0,0,0.6,0.6,1.2,1.8,621493
Joey Wendle,33,0,Maj-NL,"Apr 1, 2023",Miami,,New York,1,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,621563
Joey Wiemer,24,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1.0,1.5,686894
Jesse Winker,29,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,608385
Bobby Witt,23,0,Maj-AL,"Apr 1, 2023",Kansas City,,Minnesota,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,677951
Kolten Wong,32,0,Maj-AL,"Apr 1, 2023",Seattle,,Cleveland,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,543939
Mike Yastrzemski,32,0,Maj-NL,"Apr 1, 2023",San Francisco,@,New York,1,5,5,2,2,2,0,0,1,0,0,2,0,0,0,0,0,0,0.4,0.4,0.8,1.2,573262
Christian Yelich,31,0,Maj-NL,"Apr 1, 2023",Milwaukee,@,Chicago,1,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.25,0.25,0.25,0.5,592885
Masataka Yoshida,29,0,Maj-AL,"Apr 1, 2023",Boston,,Baltimore,1,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,807799
Seby Zavala,29,0,Maj-AL,"Apr 1, 2023",Chicago,@,Houston,1,3,3,1,2,0,0,1,2,0,0,1,0,0,0,0,0,0,0.667,0.667,1.667,2.333,664874
