Name,Age,#days,Lev,Date,Tm, ,Opp,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Joe Ryan,27,0,Maj-AL,"Apr 8, 2023",Minnesota,,Houston,1,1,1.0,,,6.0,3,4,4,1,10,1,0,6.0,59,22,0,0,0,0,0,0,0,0,23,82,0.66,0.17,0.2,0.17,0.33,0.17,0.667,0.182,15.0,10.0,657746
Connor Seabold,27,0,Maj-NL,"Apr 8, 2023",Colorado,,Washington,1,0,,,,2.1,2,1,1,0,3,0,0,3.86,,9,1,0,0,0,0,0,0,0,9,31,0.74,0.19,0.1,0.33,0.17,0.0,0.857,0.333,11.6,,657756
Kodai Senga,30,0,Maj-NL,"Apr 8, 2023",New York,,Miami,1,1,1.0,,,6.0,3,1,1,3,6,1,0,1.5,65,21,0,0,0,0,0,0,0,0,24,90,0.6,0.19,0.13,0.6,0.07,0.07,1.0,0.143,9.0,2.0,673540
Paul Sewald,33,0,Maj-AL,"Apr 8, 2023",Seattle,@,Cleveland,1,0,,,1.0,1.0,1,0,0,1,1,0,0,0.0,,4,0,0,0,0,0,0,0,0,5,19,0.53,0.26,0.05,0.67,0.0,0.33,2.0,0.333,9.0,1.0,623149
Brady Singer,26,0,Maj-AL,"Apr 8, 2023",Kansas City,@,San Francisco,1,1,,,,6.0,8,5,5,0,4,1,0,7.5,40,24,2,0,0,0,1,0,0,0,25,79,0.75,0.27,0.06,0.38,0.38,0.0,1.333,0.35,6.0,,663903
Drew Smith,29,0,Maj-NL,"Apr 8, 2023",New York,,Miami,1,0,,,,0.1,1,1,1,1,0,0,0,27.0,,2,0,0,0,0,0,0,0,0,3,19,0.53,0.11,0.05,0.0,0.5,0.0,6.0,0.5,0.0,0.0,622098
Gabe Speier,28,0,Maj-AL,"Apr 8, 2023",Seattle,@,Cleveland,1,0,,,,1.2,1,0,0,1,2,0,0,0.0,,6,1,0,1,0,0,1,0,0,7,28,0.79,0.18,0.11,0.5,0.0,0.25,1.2,0.25,10.8,2.0,642100
Jeffrey Springs,30,0,Maj-AL,"Apr 8, 2023",Tampa Bay,,Oakland,1,1,1.0,,,7.0,3,0,0,3,7,0,0,0.0,75,22,0,0,0,1,0,0,0,0,26,89,0.69,0.26,0.16,0.47,0.2,0.27,0.857,0.2,9.0,2.33,605488
Ryne Stanek,31,0,Maj-AL,"Apr 8, 2023",Houston,@,Minnesota,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.67,0.11,0.22,0.0,0.33,0.33,0.0,0.0,0.0,,592773
Justin Steele,27,0,Maj-NL,"Apr 8, 2023",Chicago,,Texas,1,1,1.0,,,6.0,4,1,1,4,3,0,0,1.5,59,22,1,0,0,0,0,0,0,0,26,96,0.63,0.11,0.11,0.47,0.21,0.16,1.333,0.211,4.5,0.75,657006
Trevor Stephan,27,0,Maj-AL,"Apr 8, 2023",Cleveland,,Seattle,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,,3,1,0,0,1,0,0,0,0,4,7,0.86,0.29,0.0,0.75,0.25,0.0,2.0,0.667,0.0,,663986
Ross Stripling,33,0,Maj-NL,"Apr 8, 2023",San Francisco,,Kansas City,1,0,,,,1.2,4,4,4,0,1,2,0,21.6,,9,0,0,0,0,0,0,0,0,9,40,0.58,0.1,0.08,0.38,0.38,0.13,2.4,0.333,5.4,,548389
Brent Suter,33,0,Maj-NL,"Apr 8, 2023",Colorado,,Washington,1,0,,,,2.0,2,1,1,1,2,0,0,4.5,,7,0,0,0,0,0,0,0,0,9,28,0.64,0.14,0.04,0.67,0.33,0.0,1.5,0.4,9.0,2.0,608718
Noah Syndergaard,30,0,Maj-NL,"Apr 8, 2023",Los Angeles,@,Arizona,1,1,,1.0,,4.0,8,6,6,0,2,2,2,13.5,24,20,2,1,0,0,0,1,0,0,22,72,0.68,0.25,0.04,0.44,0.28,0.0,2.0,0.375,4.5,,592789
Ryan Tepera,35,0,Maj-AL,"Apr 8, 2023",Los Angeles,,Toronto,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,,4,1,0,0,0,0,0,1,0,4,19,0.47,0.21,0.0,0.5,0.25,0.0,2.0,0.5,0.0,,572193
Keegan Thompson,28,0,Maj-NL,"Apr 8, 2023",Chicago,,Texas,1,0,,,,1.0,1,1,1,2,1,0,0,9.0,,4,0,0,0,0,0,0,0,0,6,30,0.6,0.23,0.1,0.33,0.33,0.0,3.0,0.333,9.0,0.5,624522
Mason Thompson,25,0,Maj-NL,"Apr 8, 2023",Washington,@,Colorado,1,0,,,,1.0,0,0,0,0,0,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,9,0.67,0.11,0.22,0.33,0.0,0.33,0.0,0.0,0.0,,666168
Zack Thompson,25,0,Maj-NL,"Apr 8, 2023",St. Louis,@,Milwaukee,1,0,,,,1.0,2,0,0,1,1,0,0,0.0,,5,0,0,0,0,0,0,0,0,6,26,0.62,0.19,0.04,0.75,0.25,0.0,3.0,0.5,9.0,1.0,668868
Duane Underwood Jr.,28,0,Maj-NL,"Apr 8, 2023",Pittsburgh,,Chicago,1,0,,,,0.2,3,2,2,0,0,0,0,27.0,,5,0,0,0,0,0,1,0,0,5,12,0.92,0.33,0.08,0.8,0.2,0.0,4.5,0.6,0.0,,621249
Gus Varland,26,0,Maj-NL,"Apr 8, 2023",Milwaukee,,St. Louis,1,0,,,,2.0,2,0,0,0,1,0,0,0.0,,8,0,0,0,0,0,0,0,0,8,32,0.66,0.25,0.03,0.43,0.57,0.0,1.0,0.286,4.5,,681402
Andrew Vasquez,29,0,Maj-NL,"Apr 8, 2023",Philadelphia,,Cincinnati,1,0,1.0,,,1.0,1,1,1,1,1,0,0,9.0,,3,0,0,0,0,1,0,0,0,5,24,0.54,0.17,0.04,0.33,0.33,0.0,2.0,0.333,9.0,1.0,607755
Vince Velasquez,31,0,Maj-NL,"Apr 8, 2023",Pittsburgh,,Chicago,1,1,,1.0,,2.2,6,5,5,4,1,0,0,16.88,23,13,1,0,0,1,0,2,0,0,17,75,0.59,0.12,0.12,0.5,0.33,0.08,3.75,0.5,3.4,0.25,592826
Drew VerHagen,32,0,Maj-NL,"Apr 8, 2023",St. Louis,@,Milwaukee,1,0,,,,1.0,0,0,0,0,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,3,7,0.71,0.14,0.14,0.5,0.0,0.0,0.0,0.0,9.0,,572403
Alex Vesia,27,0,Maj-NL,"Apr 8, 2023",Los Angeles,@,Arizona,1,0,,,,1.0,2,1,1,0,1,0,0,9.0,,5,0,0,0,0,0,1,0,0,5,20,0.65,0.15,0.15,0.25,0.0,0.25,2.0,0.5,9.0,,681911
Austin Voth,31,0,Maj-AL,"Apr 8, 2023",Baltimore,,New York,1,0,,,,2.0,2,1,1,0,1,1,0,4.5,,8,1,0,0,0,0,0,0,0,8,28,0.75,0.18,0.11,0.29,0.29,0.29,1.0,0.167,4.5,,608723
Michael Wacha,31,0,Maj-NL,"Apr 8, 2023",San Diego,@,Atlanta,1,1,1.0,,,6.0,2,0,0,1,10,0,0,0.0,77,20,1,0,0,0,0,0,0,0,21,95,0.64,0.18,0.17,0.6,0.2,0.0,0.5,0.2,15.0,10.0,608379
Joey Wentz,25,0,Maj-AL,"Apr 8, 2023",Detroit,,Boston,1,1,,1.0,,1.2,1,5,5,4,0,0,0,27.0,29,6,1,0,0,0,0,0,0,0,10,47,0.47,0.11,0.09,0.17,0.33,0.17,3.0,0.167,0.0,0.0,666214
Trevor Williams,31,0,Maj-NL,"Apr 8, 2023",Washington,@,Colorado,1,1,1.0,,,5.1,5,2,2,0,4,0,0,3.38,54,21,2,0,0,0,0,0,0,0,21,88,0.7,0.15,0.08,0.24,0.41,0.06,0.938,0.294,6.8,,592866
Steven Wilson,28,0,Maj-NL,"Apr 8, 2023",San Diego,@,Atlanta,1,0,,,,1.0,0,0,0,1,1,0,0,0.0,,3,0,0,0,0,0,0,0,0,4,22,0.5,0.14,0.09,0.0,1.0,0.0,1.0,0.0,9.0,1.0,621051
Kirby Yates,36,0,Maj-NL,"Apr 8, 2023",Atlanta,,San Diego,1,0,,,,0.2,0,0,0,2,1,0,0,0.0,,2,0,0,1,0,0,0,0,0,4,17,0.53,0.18,0.06,0.0,0.0,0.0,3.0,0.0,13.5,0.5,489446
Danny Young,29,0,Maj-NL,"Apr 8, 2023",Atlanta,,San Diego,1,0,,,,1.1,2,1,1,0,2,0,0,6.75,,6,1,0,0,0,0,0,0,0,6,25,0.8,0.2,0.12,0.25,0.5,0.0,1.5,0.5,13.5,,664849
Rob Zastryzny,31,0,Maj-NL,"Apr 8, 2023",Pittsburgh,,Chicago,1,0,,,,1.0,3,3,3,1,1,0,0,27.0,,5,1,0,0,1,0,0,0,0,6,25,0.64,0.24,0.04,0.75,0.25,0.0,4.0,0.75,9.0,1.0,642239
